"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","ULC","EMP","PC_CHGPP","A","2009",4.827525,
"AUT","ULC","EMP","PC_CHGPP","A","2010",-0.01161467,
"AUT","ULC","EMP","PC_CHGPP","A","2011",0.5818781,
"AUT","ULC","EMP","PC_CHGPP","A","2012",3.131761,
"AUT","ULC","EMP","PC_CHGPP","A","2013",2.602903,
"AUT","ULC","EMP","PC_CHGPP","A","2014",2.068295,
"AUT","ULC","EMP","PC_CHGPP","A","2015",1.569895,
"AUT","ULC","EMP","PC_CHGPP","A","2016",1.608666,
"AUT","ULC","EMP","PC_CHGPP","A","2017",0.6320825,
"AUT","ULC","EMP","PC_CHGPP","A","2018",2.304521,
"AUT","ULC","EMP","PC_CHGPP","A","2019",2.521549,
"EST","ULC","EMP","PC_CHGPP","A","1996",19.72534,
"EST","ULC","EMP","PC_CHGPP","A","1997",6.205424,
"EST","ULC","EMP","PC_CHGPP","A","1998",6.703361,
"EST","ULC","EMP","PC_CHGPP","A","1999",4.270393,
"EST","ULC","EMP","PC_CHGPP","A","2000",2.707369,
"EST","ULC","EMP","PC_CHGPP","A","2001",4.376413,
"EST","ULC","EMP","PC_CHGPP","A","2002",3.006113,
"EST","ULC","EMP","PC_CHGPP","A","2003",5.412371,
"EST","ULC","EMP","PC_CHGPP","A","2004",5.050257,
"EST","ULC","EMP","PC_CHGPP","A","2005",3.320238,
"EST","ULC","EMP","PC_CHGPP","A","2006",9.623954,
"EST","ULC","EMP","PC_CHGPP","A","2007",17.743,
"EST","ULC","EMP","PC_CHGPP","A","2008",15.85378,
"EST","ULC","EMP","PC_CHGPP","A","2009",1.226196,
"EST","ULC","EMP","PC_CHGPP","A","2010",-4.740999,
"EST","ULC","EMP","PC_CHGPP","A","2011",1.124982,
"EST","ULC","EMP","PC_CHGPP","A","2012",4.21592,
"EST","ULC","EMP","PC_CHGPP","A","2013",5.731268,
"EST","ULC","EMP","PC_CHGPP","A","2014",4.44259,
"EST","ULC","EMP","PC_CHGPP","A","2015",4.366424,
"EST","ULC","EMP","PC_CHGPP","A","2016",3.25062,
"EST","ULC","EMP","PC_CHGPP","A","2017",3.985363,
"EST","ULC","EMP","PC_CHGPP","A","2018",6.452341,
"EST","ULC","EMP","PC_CHGPP","A","2019",4.618782,
"ESP","ULC","EMP","PC_CHGPP","Q","1995-Q2",0.4806079,
"ESP","ULC","EMP","PC_CHGPP","Q","1995-Q3",0.3630383,
"ESP","ULC","EMP","PC_CHGPP","Q","1995-Q4",0.1575221,
"ESP","ULC","EMP","PC_CHGPP","Q","1996-Q1",0.7687718,
"ESP","ULC","EMP","PC_CHGPP","Q","1996-Q2",0.7350408,
"ESP","ULC","EMP","PC_CHGPP","Q","1996-Q3",0.9027982,
"ESP","ULC","EMP","PC_CHGPP","Q","1996-Q4",1.083488,
"ESP","ULC","EMP","PC_CHGPP","Q","1997-Q1",0.5695958,
"ESP","ULC","EMP","PC_CHGPP","Q","1997-Q2",0.7078934,
"ESP","ULC","EMP","PC_CHGPP","Q","1997-Q3",0.5531263,
"ESP","ULC","EMP","PC_CHGPP","Q","1997-Q4",0.3033774,
"ESP","ULC","EMP","PC_CHGPP","Q","1998-Q1",0.6919875,
"ESP","ULC","EMP","PC_CHGPP","Q","1998-Q2",0.6221436,
"ESP","ULC","EMP","PC_CHGPP","Q","1998-Q3",0.7828153,
"ESP","ULC","EMP","PC_CHGPP","Q","1998-Q4",0.2184765,
"ESP","ULC","EMP","PC_CHGPP","Q","1999-Q1",0.5841997,
"ESP","ULC","EMP","PC_CHGPP","Q","1999-Q2",0.3168744,
"ESP","ULC","EMP","PC_CHGPP","Q","1999-Q3",0.5301923,
"ESP","ULC","EMP","PC_CHGPP","Q","1999-Q4",0.8630713,
"ESP","ULC","EMP","PC_CHGPP","Q","2000-Q1",1.032261,
"ESP","ULC","EMP","PC_CHGPP","Q","2000-Q2",0.5371519,
"ESP","ULC","EMP","PC_CHGPP","Q","2000-Q3",0.7221053,
"ESP","ULC","EMP","PC_CHGPP","Q","2000-Q4",0.1423275,
"ESP","ULC","EMP","PC_CHGPP","Q","2001-Q1",0.9232605,
"ESP","ULC","EMP","PC_CHGPP","Q","2001-Q2",0.128719,
"ESP","ULC","EMP","PC_CHGPP","Q","2001-Q3",0.6331519,
"ESP","ULC","EMP","PC_CHGPP","Q","2001-Q4",0.7145714,
"ESP","ULC","EMP","PC_CHGPP","Q","2002-Q1",1.205953,
"ESP","ULC","EMP","PC_CHGPP","Q","2002-Q2",0.8860798,
"ESP","ULC","EMP","PC_CHGPP","Q","2002-Q3",0.5846726,
"ESP","ULC","EMP","PC_CHGPP","Q","2002-Q4",0.6004441,
"ESP","ULC","EMP","PC_CHGPP","Q","2003-Q1",0.02128337,
"ESP","ULC","EMP","PC_CHGPP","Q","2003-Q2",0.6871177,
"ESP","ULC","EMP","PC_CHGPP","Q","2003-Q3",0.8547962,
"ESP","ULC","EMP","PC_CHGPP","Q","2003-Q4",0.9183748,
"ESP","ULC","EMP","PC_CHGPP","Q","2004-Q1",1.148031,
"ESP","ULC","EMP","PC_CHGPP","Q","2004-Q2",0.299066,
"ESP","ULC","EMP","PC_CHGPP","Q","2004-Q3",0.5092701,
"ESP","ULC","EMP","PC_CHGPP","Q","2004-Q4",1.21544,
"ESP","ULC","EMP","PC_CHGPP","Q","2005-Q1",0.09899715,
"ESP","ULC","EMP","PC_CHGPP","Q","2005-Q2",1.423395,
"ESP","ULC","EMP","PC_CHGPP","Q","2005-Q3",0.7571203,
"ESP","ULC","EMP","PC_CHGPP","Q","2005-Q4",0.961878,
"ESP","ULC","EMP","PC_CHGPP","Q","2006-Q1",0.623987,
"ESP","ULC","EMP","PC_CHGPP","Q","2006-Q2",1.043229,
"ESP","ULC","EMP","PC_CHGPP","Q","2006-Q3",0.7014863,
"ESP","ULC","EMP","PC_CHGPP","Q","2006-Q4",0.9162962,
"ESP","ULC","EMP","PC_CHGPP","Q","2007-Q1",0.7159677,
"ESP","ULC","EMP","PC_CHGPP","Q","2007-Q2",0.9744583,
"ESP","ULC","EMP","PC_CHGPP","Q","2007-Q3",1.04472,
"ESP","ULC","EMP","PC_CHGPP","Q","2007-Q4",1.281993,
"ESP","ULC","EMP","PC_CHGPP","Q","2008-Q1",3.130938,
"ESP","ULC","EMP","PC_CHGPP","Q","2008-Q2",0.5382975,
"ESP","ULC","EMP","PC_CHGPP","Q","2008-Q3",1.006438,
"ESP","ULC","EMP","PC_CHGPP","Q","2008-Q4",0.3948172,
"ESP","ULC","EMP","PC_CHGPP","Q","2009-Q1",1.136572,
"ESP","ULC","EMP","PC_CHGPP","Q","2009-Q2",-1.040402,
"ESP","ULC","EMP","PC_CHGPP","Q","2009-Q3",-0.1673934,
"ESP","ULC","EMP","PC_CHGPP","Q","2009-Q4",-0.1779497,
"ESP","ULC","EMP","PC_CHGPP","Q","2010-Q1",0.1275462,
"ESP","ULC","EMP","PC_CHGPP","Q","2010-Q2",-0.1800681,
"ESP","ULC","EMP","PC_CHGPP","Q","2010-Q3",-0.6470451,
"ESP","ULC","EMP","PC_CHGPP","Q","2010-Q4",-0.1686421,
"ESP","ULC","EMP","PC_CHGPP","Q","2011-Q1",-0.7179012,
"ESP","ULC","EMP","PC_CHGPP","Q","2011-Q2",-0.2546621,
"ESP","ULC","EMP","PC_CHGPP","Q","2011-Q3",-0.6033039,
"ESP","ULC","EMP","PC_CHGPP","Q","2011-Q4",-0.04720875,
"ESP","ULC","EMP","PC_CHGPP","Q","2012-Q1",-0.5145583,
"ESP","ULC","EMP","PC_CHGPP","Q","2012-Q2",-0.6775692,
"ESP","ULC","EMP","PC_CHGPP","Q","2012-Q3",-0.7487099,
"ESP","ULC","EMP","PC_CHGPP","Q","2012-Q4",-3.152821,
"ESP","ULC","EMP","PC_CHGPP","Q","2013-Q1",2.986887,
"ESP","ULC","EMP","PC_CHGPP","Q","2013-Q2",-1.070887,
"ESP","ULC","EMP","PC_CHGPP","Q","2013-Q3",0.008475775,
"ESP","ULC","EMP","PC_CHGPP","Q","2013-Q4",-0.3095223,
"ESP","ULC","EMP","PC_CHGPP","Q","2014-Q1",-0.04161883,
"ESP","ULC","EMP","PC_CHGPP","Q","2014-Q2",0.581193,
"ESP","ULC","EMP","PC_CHGPP","Q","2014-Q3",-0.05834455,
"ESP","ULC","EMP","PC_CHGPP","Q","2014-Q4",-0.2698051,
"ESP","ULC","EMP","PC_CHGPP","Q","2015-Q1",0.353205,
"ESP","ULC","EMP","PC_CHGPP","Q","2015-Q2",-0.04505261,
"ESP","ULC","EMP","PC_CHGPP","Q","2015-Q3",-0.5353475,
"ESP","ULC","EMP","PC_CHGPP","Q","2015-Q4",0.01181241,
"ESP","ULC","EMP","PC_CHGPP","Q","2016-Q1",-0.8424943,
"ESP","ULC","EMP","PC_CHGPP","Q","2016-Q2",0.3093487,
"ESP","ULC","EMP","PC_CHGPP","Q","2016-Q3",-0.3549929,
"ESP","ULC","EMP","PC_CHGPP","Q","2016-Q4",0.503273,
"ESP","ULC","EMP","PC_CHGPP","Q","2017-Q1",0.1750292,
"ESP","ULC","EMP","PC_CHGPP","Q","2017-Q2",-0.2247485,
"ESP","ULC","EMP","PC_CHGPP","Q","2017-Q3",0.28516,
"ESP","ULC","EMP","PC_CHGPP","Q","2017-Q4",0.1712238,
"ESP","ULC","EMP","PC_CHGPP","Q","2018-Q1",0.1426945,
"ESP","ULC","EMP","PC_CHGPP","Q","2018-Q2",0.3805286,
"ESP","ULC","EMP","PC_CHGPP","Q","2018-Q3",0.7181531,
"ESP","ULC","EMP","PC_CHGPP","Q","2018-Q4",0.6020241,
"ESP","ULC","EMP","PC_CHGPP","Q","2019-Q1",0.652945,
"ESP","ULC","EMP","PC_CHGPP","Q","2019-Q2",0.6895102,
"ESP","ULC","EMP","PC_CHGPP","Q","2019-Q3",0.1046743,
"ESP","ULC","EMP","PC_CHGPP","Q","2019-Q4",0.4861664,
"ESP","ULC","EMP","PC_CHGPP","Q","2020-Q1",4.90637,
"ISR","ULC","HRWKD","PC_CHGPP","A","1996",13.27438,
"ISR","ULC","HRWKD","PC_CHGPP","A","1997",6.963745,
"ISR","ULC","HRWKD","PC_CHGPP","A","1998",6.189558,
"ISR","ULC","HRWKD","PC_CHGPP","A","1999",6.004586,
"ISR","ULC","HRWKD","PC_CHGPP","A","2000",1.223101,
"ISR","ULC","HRWKD","PC_CHGPP","A","2001",4.120061,
"ISR","ULC","HRWKD","PC_CHGPP","A","2002",1.240591,
"ISR","ULC","HRWKD","PC_CHGPP","A","2003",-2.383881,
"ISR","ULC","HRWKD","PC_CHGPP","A","2004",-2.553295,
"ISR","ULC","HRWKD","PC_CHGPP","A","2005",1.314934,
"ISR","ULC","HRWKD","PC_CHGPP","A","2006",3.084368,
"ISR","ULC","HRWKD","PC_CHGPP","A","2007",0.978099,
"ISR","ULC","HRWKD","PC_CHGPP","A","2008",3.125196,
"ISR","ULC","HRWKD","PC_CHGPP","A","2009",0.071689,
"ISR","ULC","HRWKD","PC_CHGPP","A","2010",1.267875,
"ISR","ULC","HRWKD","PC_CHGPP","A","2011",2.063977,
"ISR","ULC","HRWKD","PC_CHGPP","A","2012",4.016464,
"ISR","ULC","HRWKD","PC_CHGPP","A","2013",0.412486,
"ISR","ULC","HRWKD","PC_CHGPP","A","2014",-0.092486,
"ISR","ULC","HRWKD","PC_CHGPP","A","2015",2.927109,
"ISR","ULC","HRWKD","PC_CHGPP","A","2016",1.80828,
"ISR","ULC","HRWKD","PC_CHGPP","A","2017",1.95554,
"ISR","ULC","HRWKD","PC_CHGPP","A","2018",2.161778,
"OECD","ULC","EMP","PC_CHGPP","Q","1995-Q2",0.3348069,
"OECD","ULC","EMP","PC_CHGPP","Q","1995-Q3",0.3397804,
"OECD","ULC","EMP","PC_CHGPP","Q","1995-Q4",0.5882624,
"OECD","ULC","EMP","PC_CHGPP","Q","1996-Q1",0.1920336,
"OECD","ULC","EMP","PC_CHGPP","Q","1996-Q2",0.01310407,
"OECD","ULC","EMP","PC_CHGPP","Q","1996-Q3",0.691192,
"OECD","ULC","EMP","PC_CHGPP","Q","1996-Q4",0.3392951,
"OECD","ULC","EMP","PC_CHGPP","Q","1997-Q1",0.9156022,
"OECD","ULC","EMP","PC_CHGPP","Q","1997-Q2",-0.04709968,
"OECD","ULC","EMP","PC_CHGPP","Q","1997-Q3",0.2909888,
"OECD","ULC","EMP","PC_CHGPP","Q","1997-Q4",0.1833729,
"OECD","ULC","EMP","PC_CHGPP","Q","1998-Q1",0.5928119,
"OECD","ULC","EMP","PC_CHGPP","Q","1998-Q2",0.6598375,
"OECD","ULC","EMP","PC_CHGPP","Q","1998-Q3",0.05623898,
"OECD","ULC","EMP","PC_CHGPP","Q","1998-Q4",0.1398957,
"OECD","ULC","EMP","PC_CHGPP","Q","1999-Q1",0.3804286,
"OECD","ULC","EMP","PC_CHGPP","Q","1999-Q2",0.4494952,
"OECD","ULC","EMP","PC_CHGPP","Q","1999-Q3",-0.04632741,
"OECD","ULC","EMP","PC_CHGPP","Q","1999-Q4",0.3977763,
"OECD","ULC","EMP","PC_CHGPP","Q","2000-Q1",1.097671,
"OECD","ULC","EMP","PC_CHGPP","Q","2000-Q2",-0.2056017,
"OECD","ULC","EMP","PC_CHGPP","Q","2000-Q3",1.09024,
"OECD","ULC","EMP","PC_CHGPP","Q","2000-Q4",0.238382,
"OECD","ULC","EMP","PC_CHGPP","Q","2001-Q1",1.018981,
"OECD","ULC","EMP","PC_CHGPP","Q","2001-Q2",-0.2097769,
"OECD","ULC","EMP","PC_CHGPP","Q","2001-Q3",0.281804,
"OECD","ULC","EMP","PC_CHGPP","Q","2001-Q4",0.1621695,
"OECD","ULC","EMP","PC_CHGPP","Q","2002-Q1",0.07103116,
"OECD","ULC","EMP","PC_CHGPP","Q","2002-Q2",-0.06093952,
"OECD","ULC","EMP","PC_CHGPP","Q","2002-Q3",0.1944,
"OECD","ULC","EMP","PC_CHGPP","Q","2002-Q4",0.4781812,
"OECD","ULC","EMP","PC_CHGPP","Q","2003-Q1",0.428906,
"OECD","ULC","EMP","PC_CHGPP","Q","2003-Q2",0.2449563,
"OECD","ULC","EMP","PC_CHGPP","Q","2003-Q3",0.1078713,
"OECD","ULC","EMP","PC_CHGPP","Q","2003-Q4",0.06090332,
"OECD","ULC","EMP","PC_CHGPP","Q","2004-Q1",0.09554627,
"OECD","ULC","EMP","PC_CHGPP","Q","2004-Q2",0.722773,
"OECD","ULC","EMP","PC_CHGPP","Q","2004-Q3",0.7783283,
"OECD","ULC","EMP","PC_CHGPP","Q","2004-Q4",0.2273426,
"OECD","ULC","EMP","PC_CHGPP","Q","2005-Q1",0.1557041,
"OECD","ULC","EMP","PC_CHGPP","Q","2005-Q2",0.2459338,
"OECD","ULC","EMP","PC_CHGPP","Q","2005-Q3",0.2777885,
"OECD","ULC","EMP","PC_CHGPP","Q","2005-Q4",0.5062303,
"OECD","ULC","EMP","PC_CHGPP","Q","2006-Q1",0.5096681,
"OECD","ULC","EMP","PC_CHGPP","Q","2006-Q2",0.2805415,
"OECD","ULC","EMP","PC_CHGPP","Q","2006-Q3",0.6479443,
"OECD","ULC","EMP","PC_CHGPP","Q","2006-Q4",0.7036482,
"OECD","ULC","EMP","PC_CHGPP","Q","2007-Q1",0.7215893,
"OECD","ULC","EMP","PC_CHGPP","Q","2007-Q2",0.3815328,
"OECD","ULC","EMP","PC_CHGPP","Q","2007-Q3",0.375905,
"OECD","ULC","EMP","PC_CHGPP","Q","2007-Q4",0.3909077,
"OECD","ULC","EMP","PC_CHGPP","Q","2008-Q1",0.9322538,
"OECD","ULC","EMP","PC_CHGPP","Q","2008-Q2",0.4504167,
"OECD","ULC","EMP","PC_CHGPP","Q","2008-Q3",0.8340418,
"OECD","ULC","EMP","PC_CHGPP","Q","2008-Q4",1.707782,
"OECD","ULC","EMP","PC_CHGPP","Q","2009-Q1",0.0434808,
"OECD","ULC","EMP","PC_CHGPP","Q","2009-Q2",-0.3172933,
"OECD","ULC","EMP","PC_CHGPP","Q","2009-Q3",-0.3069199,
"OECD","ULC","EMP","PC_CHGPP","Q","2009-Q4",-0.1716242,
"OECD","ULC","EMP","PC_CHGPP","Q","2010-Q1",-0.1994265,
"OECD","ULC","EMP","PC_CHGPP","Q","2010-Q2",0.06110366,
"OECD","ULC","EMP","PC_CHGPP","Q","2010-Q3",-0.1210081,
"OECD","ULC","EMP","PC_CHGPP","Q","2010-Q4",0.1130886,
"OECD","ULC","EMP","PC_CHGPP","Q","2011-Q1",1.01967,
"OECD","ULC","EMP","PC_CHGPP","Q","2011-Q2",0.1306716,
"OECD","ULC","EMP","PC_CHGPP","Q","2011-Q3",0.138788,
"OECD","ULC","EMP","PC_CHGPP","Q","2011-Q4",-0.2102325,
"OECD","ULC","EMP","PC_CHGPP","Q","2012-Q1",1.018767,
"OECD","ULC","EMP","PC_CHGPP","Q","2012-Q2",0.3194341,
"OECD","ULC","EMP","PC_CHGPP","Q","2012-Q3",0.3097694,
"OECD","ULC","EMP","PC_CHGPP","Q","2012-Q4",1.085639,
"OECD","ULC","EMP","PC_CHGPP","Q","2013-Q1",-0.3963197,
"OECD","ULC","EMP","PC_CHGPP","Q","2013-Q2",0.3882461,
"OECD","ULC","EMP","PC_CHGPP","Q","2013-Q3",-0.2967279,
"OECD","ULC","EMP","PC_CHGPP","Q","2013-Q4",0.2501107,
"OECD","ULC","EMP","PC_CHGPP","Q","2014-Q1",0.9677837,
"OECD","ULC","EMP","PC_CHGPP","Q","2014-Q2",0.1198038,
"OECD","ULC","EMP","PC_CHGPP","Q","2014-Q3",0.05265362,
"OECD","ULC","EMP","PC_CHGPP","Q","2014-Q4",0.4801051,
"OECD","ULC","EMP","PC_CHGPP","Q","2015-Q1",0.1295339,
"OECD","ULC","EMP","PC_CHGPP","Q","2015-Q2",0.3716126,
"OECD","ULC","EMP","PC_CHGPP","Q","2015-Q3",0.2932172,
"OECD","ULC","EMP","PC_CHGPP","Q","2015-Q4",0.3840398,
"OECD","ULC","EMP","PC_CHGPP","Q","2016-Q1",0.4305102,
"OECD","ULC","EMP","PC_CHGPP","Q","2016-Q2",0.1998003,
"OECD","ULC","EMP","PC_CHGPP","Q","2016-Q3",0.5598681,
"OECD","ULC","EMP","PC_CHGPP","Q","2016-Q4",0.120177,
"OECD","ULC","EMP","PC_CHGPP","Q","2017-Q1",0.2376801,
"OECD","ULC","EMP","PC_CHGPP","Q","2017-Q2",0.3270856,
"OECD","ULC","EMP","PC_CHGPP","Q","2017-Q3",0.3791095,
"OECD","ULC","EMP","PC_CHGPP","Q","2017-Q4",0.5892163,
"OECD","ULC","EMP","PC_CHGPP","Q","2018-Q1",0.9888875,
"OECD","ULC","EMP","PC_CHGPP","Q","2018-Q2",0.3177966,
"OECD","ULC","EMP","PC_CHGPP","Q","2018-Q3",0.7079215,
"OECD","ULC","EMP","PC_CHGPP","Q","2018-Q4",0.632207,
"OECD","ULC","EMP","PC_CHGPP","Q","2019-Q1",0.7827854,
"OECD","ULC","EMP","PC_CHGPP","Q","2019-Q2",0.4756898,
"OECD","ULC","EMP","PC_CHGPP","Q","2019-Q3",0.3905874,
"OECD","ULC","EMP","PC_CHGPP","Q","2019-Q4",0.5378454,
"ITA","ULC","EMP","IDX2010","A","1981",27.38926,
"ITA","ULC","EMP","IDX2010","A","1982",31.85705,
"ITA","ULC","EMP","IDX2010","A","1983",36.47207,
"ITA","ULC","EMP","IDX2010","A","1984",39.49881,
"ITA","ULC","EMP","IDX2010","A","1985",42.62504,
"ITA","ULC","EMP","IDX2010","A","1986",44.80248,
"ITA","ULC","EMP","IDX2010","A","1987",47.09723,
"ITA","ULC","EMP","IDX2010","A","1988",49.41664,
"ITA","ULC","EMP","IDX2010","A","1989",52.16783,
"ITA","ULC","EMP","IDX2010","A","1990",57.11863,
"ITA","ULC","EMP","IDX2010","A","1991",61.65698,
"ITA","ULC","EMP","IDX2010","A","1992",64.61463,
"ITA","ULC","EMP","IDX2010","A","1993",65.91917,
"ITA","ULC","EMP","IDX2010","A","1994",65.90204,
"ITA","ULC","EMP","IDX2010","A","1995",66.69395,
"ITA","ULC","EMP","IDX2010","A","1996",70.27458,
"ITA","ULC","EMP","IDX2010","A","1997",72.28046,
"ITA","ULC","EMP","IDX2010","A","1998",70.82131,
"ITA","ULC","EMP","IDX2010","A","1999",71.98393,
"ITA","ULC","EMP","IDX2010","A","2000",72.21215,
"ITA","ULC","EMP","IDX2010","A","2001",74.53232,
"ITA","ULC","EMP","IDX2010","A","2002",77.43133,
"ITA","ULC","EMP","IDX2010","A","2003",80.76677,
"ITA","ULC","EMP","IDX2010","A","2004",82.80167,
"ITA","ULC","EMP","IDX2010","A","2005",84.76378,
"ITA","ULC","EMP","IDX2010","A","2006",86.81497,
"ITA","ULC","EMP","IDX2010","A","2007",88.53822,
"ITA","ULC","EMP","IDX2010","A","2008",92.11669,
"ITA","ULC","EMP","IDX2010","A","2009",96.12601,
"ITA","ULC","EMP","IDX2010","A","2010",96.10387,
"ITA","ULC","EMP","IDX2010","A","2011",96.5968,
"ITA","ULC","EMP","IDX2010","A","2012",98.0184,
"ITA","ULC","EMP","IDX2010","A","2013",98.90512,
"ITA","ULC","EMP","IDX2010","A","2014",99.10519,
"ITA","ULC","EMP","IDX2010","A","2015",100,
"ITA","ULC","EMP","IDX2010","A","2016",100.3478,
"ITA","ULC","EMP","IDX2010","A","2017",100.2925,
"ITA","ULC","EMP","IDX2010","A","2018",102.4095,
"ITA","ULC","EMP","IDX2010","A","2019",103.8623,
"JPN","ULC","EMP","PC_CHGPY","Q","1981-Q1",2.9045,
"JPN","ULC","EMP","PC_CHGPY","Q","1981-Q2",1.575687,
"JPN","ULC","EMP","PC_CHGPY","Q","1981-Q3",2.98261,
"JPN","ULC","EMP","PC_CHGPY","Q","1981-Q4",4.994793,
"JPN","ULC","EMP","PC_CHGPY","Q","1982-Q1",2.831154,
"JPN","ULC","EMP","PC_CHGPY","Q","1982-Q2",2.363143,
"JPN","ULC","EMP","PC_CHGPY","Q","1982-Q3",1.784477,
"JPN","ULC","EMP","PC_CHGPY","Q","1982-Q4",0.193388,
"JPN","ULC","EMP","PC_CHGPY","Q","1983-Q1",3.057913,
"JPN","ULC","EMP","PC_CHGPY","Q","1983-Q2",1.868865,
"JPN","ULC","EMP","PC_CHGPY","Q","1983-Q3",-0.2339012,
"JPN","ULC","EMP","PC_CHGPY","Q","1983-Q4",0.01620431,
"JPN","ULC","EMP","PC_CHGPY","Q","1984-Q1",-1.201443,
"JPN","ULC","EMP","PC_CHGPY","Q","1984-Q2",-0.1733355,
"JPN","ULC","EMP","PC_CHGPY","Q","1984-Q3",-0.07202736,
"JPN","ULC","EMP","PC_CHGPY","Q","1984-Q4",1.477748,
"JPN","ULC","EMP","PC_CHGPY","Q","1985-Q1",-0.6959877,
"JPN","ULC","EMP","PC_CHGPY","Q","1985-Q2",-1.991551,
"JPN","ULC","EMP","PC_CHGPY","Q","1985-Q3",-1.04467,
"JPN","ULC","EMP","PC_CHGPY","Q","1985-Q4",-3.669091,
"JPN","ULC","EMP","PC_CHGPY","Q","1986-Q1",-0.2052747,
"JPN","ULC","EMP","PC_CHGPY","Q","1986-Q2",0.4907039,
"JPN","ULC","EMP","PC_CHGPY","Q","1986-Q3",0.8840745,
"JPN","ULC","EMP","PC_CHGPY","Q","1986-Q4",1.72556,
"JPN","ULC","EMP","PC_CHGPY","Q","1987-Q1",1.67586,
"JPN","ULC","EMP","PC_CHGPY","Q","1987-Q2",0.05723055,
"JPN","ULC","EMP","PC_CHGPY","Q","1987-Q3",-1.795819,
"JPN","ULC","EMP","PC_CHGPY","Q","1987-Q4",-3.163777,
"JPN","ULC","EMP","PC_CHGPY","Q","1988-Q1",-4.874074,
"JPN","ULC","EMP","PC_CHGPY","Q","1988-Q2",-2.065877,
"JPN","ULC","EMP","PC_CHGPY","Q","1988-Q3",-1.690494,
"JPN","ULC","EMP","PC_CHGPY","Q","1988-Q4",-0.1430396,
"JPN","ULC","EMP","PC_CHGPY","Q","1989-Q1",-1.225191,
"JPN","ULC","EMP","PC_CHGPY","Q","1989-Q2",1.22489,
"JPN","ULC","EMP","PC_CHGPY","Q","1989-Q3",1.797871,
"JPN","ULC","EMP","PC_CHGPY","Q","1989-Q4",0.3814699,
"JPN","ULC","EMP","PC_CHGPY","Q","1990-Q1",3.903841,
"JPN","ULC","EMP","PC_CHGPY","Q","1990-Q2",-1.096932,
"JPN","ULC","EMP","PC_CHGPY","Q","1990-Q3",-1.217349,
"JPN","ULC","EMP","PC_CHGPY","Q","1990-Q4",2.646399,
"JPN","ULC","EMP","PC_CHGPY","Q","1991-Q1",0.9384106,
"JPN","ULC","EMP","PC_CHGPY","Q","1991-Q2",3.118071,
"JPN","ULC","EMP","PC_CHGPY","Q","1991-Q3",5.102344,
"JPN","ULC","EMP","PC_CHGPY","Q","1991-Q4",3.148998,
"JPN","ULC","EMP","PC_CHGPY","Q","1992-Q1",2.582555,
"JPN","ULC","EMP","PC_CHGPY","Q","1992-Q2",1.528021,
"JPN","ULC","EMP","PC_CHGPY","Q","1992-Q3",0.1663831,
"JPN","ULC","EMP","PC_CHGPY","Q","1992-Q4",0.7747734,
"JPN","ULC","EMP","PC_CHGPY","Q","1993-Q1",-0.4967279,
"JPN","ULC","EMP","PC_CHGPY","Q","1993-Q2",0.5377842,
"JPN","ULC","EMP","PC_CHGPY","Q","1993-Q3",2.506703,
"JPN","ULC","EMP","PC_CHGPY","Q","1993-Q4",0.4536352,
"JPN","ULC","EMP","PC_CHGPY","Q","1994-Q1",2.07973,
"JPN","ULC","EMP","PC_CHGPY","Q","1994-Q2",3.764965,
"JPN","ULC","EMP","PC_CHGPY","Q","1994-Q3",-1.176409,
"JPN","ULC","EMP","PC_CHGPY","Q","1994-Q4",1.693635,
"JPN","ULC","EMP","PC_CHGPY","Q","1995-Q1",0.3911023,
"JPN","ULC","EMP","PC_CHGPY","Q","1995-Q2",-2.843435,
"JPN","ULC","EMP","PC_CHGPY","Q","1995-Q3",-0.6271813,
"JPN","ULC","EMP","PC_CHGPY","Q","1995-Q4",-2.50976,
"JPN","ULC","EMP","PC_CHGPY","Q","1996-Q1",-2.777264,
"JPN","ULC","EMP","PC_CHGPY","Q","1996-Q2",-2.488856,
"JPN","ULC","EMP","PC_CHGPY","Q","1996-Q3",-0.7415034,
"JPN","ULC","EMP","PC_CHGPY","Q","1996-Q4",-1.775467,
"JPN","ULC","EMP","PC_CHGPY","Q","1997-Q1",0.6293346,
"JPN","ULC","EMP","PC_CHGPY","Q","1997-Q2",2.627657,
"JPN","ULC","EMP","PC_CHGPY","Q","1997-Q3",1.538924,
"JPN","ULC","EMP","PC_CHGPY","Q","1997-Q4",2.103095,
"JPN","ULC","EMP","PC_CHGPY","Q","1998-Q1",1.618488,
"JPN","ULC","EMP","PC_CHGPY","Q","1998-Q2",0.2238798,
"JPN","ULC","EMP","PC_CHGPY","Q","1998-Q3",-1.269348,
"JPN","ULC","EMP","PC_CHGPY","Q","1998-Q4",-2.217127,
"JPN","ULC","EMP","PC_CHGPY","Q","1999-Q1",-2.037743,
"JPN","ULC","EMP","PC_CHGPY","Q","1999-Q2",-2.750262,
"JPN","ULC","EMP","PC_CHGPY","Q","1999-Q3",-1.993872,
"JPN","ULC","EMP","PC_CHGPY","Q","1999-Q4",-0.897167,
"JPN","ULC","EMP","PC_CHGPY","Q","2000-Q1",-3.367335,
"JPN","ULC","EMP","PC_CHGPY","Q","2000-Q2",-3.29094,
"JPN","ULC","EMP","PC_CHGPY","Q","2000-Q3",-2.805614,
